213) Дата производства;122) Режим УО;РВСВ_0;РВСВ_1;РВСВ_2;РВСВ_3;РВСН_0;РВСН_1;РВСН_2;РВСН_3;РВЛВ_0;РВЛВ_1;РВЛВ_2;РВЛВ_3;РВЛВ_4;РВЛВ_5;РВЛВ_6;РВЛВ_7;РВЛВ_8;РВЛВ_9;РВЛВ_10;РВЛВ_12;РВЛВ_13;РВЛН_0;РВЛН_1;РВЛН_2;РВЛН_3;РВЛН_4;РВЛН_5;РВЛН_6;РВЛН_7;РВЛН_8;РВЛН_9;РВЛН_10;РВЛН_11;РВЛН_12;РВЛН_13;РВЛН_14
2020-10-18 15:01:25;Ламинарное и спрейерное;0.0;596.9002;0.0;596.9002;0.0;1193.926;0.0;1193.926;596.9002;596.9002;0.0;596.9002;596.9002;0.0;596.9002;596.9002;0.0;596.9002;596.9002;596.9002;596.9002;1243.952;1243.952;646.9254;1243.952;1243.952;646.9254;1243.952;1243.952;646.9254;1243.952;1243.952;646.9254;1243.952;1243.952;0.0
2020-10-18 01:02:05;Ламинарное и спрейерное;0.0;576.9909;0.0;576.9909;0.0;1204.889;0.0;1204.889;551.9153;551.9153;0.0;551.9153;551.9153;0.0;551.9153;551.9153;0.0;551.9153;551.9153;551.9153;551.9153;1506.93;1506.93;902.9738;1506.93;1506.93;902.9738;1506.93;1506.93;902.9738;1506.93;1506.93;902.9738;1506.93;1506.93;49.89919
2020-10-18 01:41:24;Ламинарное и спрейерное;0.0;577.999;0.0;577.999;0.0;1206.905;0.0;1206.905;552.9234;552.9234;0.0;552.9234;552.9234;0.0;552.9234;552.9234;0.0;552.9234;552.9234;552.9234;552.9234;1558.972;1558.972;953.881;1558.972;1558.972;953.881;1558.972;1558.972;953.881;1558.972;1558.972;953.881;1558.972;1558.972;0.0
2021-03-19 20:35:03;Ламинарное и спрейерное;0.0;551.9153;0.0;551.9153;0.0;1104.965;0.0;1104.965;602.9486;602.9486;0.0;602.9486;602.9486;0.0;602.9486;602.9486;0.0;602.9486;602.9486;602.9486;602.9486;1305.948;1305.948;791.9607;1305.948;1305.948;791.9607;1305.948;1305.948;791.9607;1305.948;1305.948;791.9607;1305.948;1305.948;0.0
2021-03-19 09:04:27;Ламинарное и спрейерное;0.0;550.9072;0.0;550.9072;0.0;1102.949;0.0;1102.949;601.9405;601.9405;0.0;601.9405;601.9405;0.0;601.9405;601.9405;0.0;601.9405;601.9405;601.9405;601.9405;1303.931;1303.931;791.9607;1303.931;1303.931;791.9607;1303.931;1303.931;791.9607;1303.931;1303.931;791.9607;1303.931;1303.931;0.0
2021-03-16 08:48:41;Ламинарное и спрейерное;0.0;550.9072;0.0;550.9072;0.0;1102.949;0.0;1102.949;696.9506;696.9506;0.0;696.9506;696.9506;0.0;696.9506;696.9506;0.0;696.9506;696.9506;696.9506;696.9506;1323.967;1323.967;810.9879;1323.967;1323.967;810.9879;1323.967;1323.967;810.9879;1323.967;1323.967;810.9879;1323.967;1323.967;0.0
2020-10-18 07:16:23;Ламинарное и спрейерное;0.0;576.9909;0.0;576.9909;0.0;1204.889;0.0;1204.889;551.9153;551.9153;0.0;551.9153;551.9153;0.0;551.9153;551.9153;0.0;551.9153;551.9153;551.9153;551.9153;1506.93;1506.93;902.9738;1506.93;1506.93;902.9738;1506.93;1506.93;902.9738;1506.93;1506.93;902.9738;1506.93;1506.93;0.0
2020-09-12 02:45:24;Ламинарное и спрейерное;0.0;601.9405;0.0;601.9405;0.0;1203.881;0.0;1203.881;500.882;500.882;0.0;500.882;500.882;0.0;500.882;500.882;0.0;500.882;500.882;500.882;500.882;1278.982;1278.982;675.9072;1278.982;1278.982;675.9072;1278.982;1278.982;675.9072;1278.982;1278.982;675.9072;1278.982;1278.982;0.0
2020-10-16 22:46:20;Ламинарное и спрейерное;0.0;578.881;0.0;578.881;0.0;1207.913;0.0;1207.913;552.9234;552.9234;0.0;552.9234;552.9234;0.0;552.9234;552.9234;0.0;552.9234;552.9234;552.9234;552.9234;1434.98;1434.98;828.881;1434.98;1434.98;828.881;1434.98;1434.98;828.881;1434.98;1434.98;828.881;1434.98;1434.98;0.0
2021-03-16 05:24:13;Ламинарное и спрейерное;0.0;552.9234;0.0;552.9234;0.0;1106.981;0.0;1106.981;694.9344;694.9344;0.0;694.9344;694.9344;0.0;694.9344;694.9344;0.0;694.9344;694.9344;694.9344;694.9344;1329.889;1329.889;813.8861;1329.889;1329.889;813.8861;1329.889;1329.889;813.8861;1329.889;1329.889;813.8861;1329.889;1329.889;0.0
2021-03-16 05:14:11;Ламинарное и спрейерное;0.0;552.9234;0.0;552.9234;0.0;1106.981;0.0;1106.981;693.9264;693.9264;0.0;693.9264;693.9264;0.0;693.9264;693.9264;0.0;693.9264;693.9264;693.9264;693.9264;1328.881;1328.881;813.8861;1328.881;1328.881;813.8861;1328.881;1328.881;813.8861;1328.881;1328.881;813.8861;1328.881;1328.881;0.0
2021-03-16 13:43:54;Ламинарное и спрейерное;0.0;551.9153;0.0;551.9153;0.0;1104.965;0.0;1104.965;692.9183;692.9183;0.0;692.9183;692.9183;0.0;692.9183;692.9183;0.0;692.9183;692.9183;692.9183;692.9183;1325.983;1325.983;811.996;1325.983;1325.983;811.996;1325.983;1325.983;811.996;1325.983;1325.983;811.996;1325.983;1325.983;0.0
2021-03-16 14:30:40;Ламинарное и спрейерное;0.0;561.996;0.0;561.996;0.0;1125.0;0.0;1125.0;696.9506;696.9506;0.0;696.9506;696.9506;0.0;696.9506;696.9506;0.0;696.9506;696.9506;696.9506;696.9506;1321.951;1321.951;792.9688;1321.951;1321.951;792.9688;1321.951;1321.951;792.9688;1321.951;1321.951;792.9688;1321.951;1321.951;0.0
2021-03-16 15:54:58;Ламинарное и спрейерное;0.0;549.8992;0.0;549.8992;0.0;1099.924;0.0;1099.924;689.8942;689.8942;0.0;689.8942;689.8942;0.0;689.8942;689.8942;0.0;689.8942;689.8942;689.8942;689.8942;1369.96;1369.96;859.879;1369.96;1369.96;859.879;1369.96;1369.96;859.879;1369.96;1369.96;859.879;1369.96;1369.96;0.0
2021-03-16 15:34:14;Ламинарное и спрейерное;0.0;549.8992;0.0;549.8992;0.0;1100.932;0.0;1100.932;689.8942;689.8942;0.0;689.8942;689.8942;0.0;689.8942;689.8942;0.0;689.8942;689.8942;689.8942;689.8942;1370.968;1370.968;859.879;1370.968;1370.968;859.879;1370.968;1370.968;859.879;1370.968;1370.968;859.879;1370.968;1370.968;0.0
2020-10-17 20:15:57;Ламинарное и спрейерное;0.0;570.9426;0.0;570.9426;0.0;1192.918;0.0;1192.918;555.9476;555.9476;0.0;555.9476;555.9476;0.0;555.9476;555.9476;0.0;555.9476;555.9476;555.9476;555.9476;1451.991;1451.991;855.9728;1451.991;1451.991;855.9728;1451.991;1451.991;855.9728;1451.991;1451.991;855.9728;1451.991;1451.991;0.0
2020-10-17 18:51:54;Ламинарное и спрейерное;0.0;571.9506;0.0;571.9506;0.0;1193.926;0.0;1193.926;556.9556;556.9556;0.0;556.9556;556.9556;0.0;556.9556;556.9556;0.0;556.9556;556.9556;556.9556;556.9556;1451.991;1451.991;855.9728;1451.991;1451.991;855.9728;1451.991;1451.991;855.9728;1451.991;1451.991;855.9728;1451.991;1451.991;0.0
2020-10-17 01:06:14;Ламинарное и спрейерное;0.0;576.9909;0.0;576.9909;0.0;1204.889;0.0;1204.889;551.9153;551.9153;0.0;551.9153;551.9153;0.0;551.9153;551.9153;0.0;551.9153;551.9153;551.9153;551.9153;1455.897;1455.897;852.9486;1455.897;1455.897;852.9486;1455.897;1455.897;852.9486;1455.897;1455.897;852.9486;1455.897;1455.897;0.0
2021-03-14 22:26:21;Ламинарное и спрейерное;0.0;548.8911;0.0;548.8911;0.0;1098.916;0.0;1098.916;688.8861;688.8861;0.0;688.8861;688.8861;0.0;688.8861;688.8861;0.0;688.8861;688.8861;688.8861;688.8861;1308.972;1308.972;798.8911;1308.972;1308.972;798.8911;1308.972;1308.972;798.8911;1308.972;1308.972;798.8911;1308.972;1308.972;0.0
2021-03-15 04:42:05;Ламинарное;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;477.9486;477.9486;0.0;477.9486;0.0;477.9486;0.0;477.9486;477.9486;477.9486;0.0;0.0;0.0;1277.974;1277.974;572.9587;1277.974;572.9587;1277.974;572.9587;1277.974;572.9587;1277.974;1277.974;0.0
2021-03-17 06:03:27;Ламинарное и спрейерное;0.0;549.8992;0.0;549.8992;0.0;1100.932;0.0;1100.932;750.8821;750.8821;0.0;750.8821;750.8821;0.0;750.8821;750.8821;0.0;750.8821;750.8821;750.8821;750.8821;1551.915;1551.915;1039.945;1551.915;1551.915;1039.945;1551.915;1551.915;1039.945;1551.915;1551.915;1039.945;1551.915;1551.915;0.0
2021-03-14 23:50:34;Ламинарное и спрейерное;0.0;562.878;0.0;562.878;0.0;1125.882;0.0;1125.882;696.9506;696.9506;0.0;696.9506;696.9506;0.0;696.9506;696.9506;0.0;696.9506;696.9506;696.9506;696.9506;1322.959;1322.959;793.9768;1322.959;1322.959;793.9768;1322.959;1322.959;793.9768;1322.959;1322.959;793.9768;1322.959;1322.959;0.0
2021-03-15 08:10:56;Ламинарное и спрейерное;0.0;561.996;0.0;561.996;0.0;1123.992;0.0;1123.992;695.9425;695.9425;0.0;695.9425;695.9425;0.0;695.9425;695.9425;0.0;695.9425;695.9425;695.9425;695.9425;1320.943;1320.943;791.9607;1320.943;1320.943;791.9607;1320.943;1320.943;791.9607;1320.943;1320.943;791.9607;1320.943;1320.943;0.0
2021-03-16 17:14:59;Ламинарное и спрейерное;0.0;549.8992;0.0;549.8992;0.0;1100.932;0.0;1100.932;599.9244;599.9244;0.0;599.9244;599.9244;0.0;599.9244;599.9244;0.0;599.9244;599.9244;599.9244;599.9244;1200.983;1200.983;689.8942;1200.983;1200.983;689.8942;1200.983;1200.983;689.8942;1200.983;1200.983;689.8942;1200.983;1200.983;0.0
2021-03-16 17:03:45;Ламинарное и спрейерное;554.5615;554.5615;554.5615;554.5615;1026.084;1026.084;1026.084;1026.084;542.7167;542.7167;542.7167;542.7167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1422.631;1422.631;1422.631;1422.631;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2021-03-17 00:30:21;Ламинарное и спрейерное;0.0;561.996;0.0;561.996;0.0;1125.0;0.0;1125.0;695.9425;695.9425;0.0;695.9425;695.9425;0.0;695.9425;695.9425;0.0;695.9425;695.9425;695.9425;695.9425;1321.951;1321.951;792.9688;1321.951;1321.951;792.9688;1321.951;1321.951;792.9688;1321.951;1321.951;792.9688;1321.951;1321.951;0.0
2020-07-10 23:23:51;Ламинарное и спрейерное;0.0;537.9284;0.0;537.9284;0.0;1076.991;0.0;1076.991;469.8841;469.8841;0.0;469.8841;469.8841;0.0;469.8841;469.8841;0.0;469.8841;469.8841;469.8841;469.8841;1107.989;1107.989;619.9597;1107.989;1107.989;619.9597;1107.989;1107.989;619.9597;1107.989;1107.989;619.9597;1107.989;1107.989;0.0
2021-03-14 03:17:27;Ламинарное;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;509.9546;509.9546;0.0;509.9546;0.0;509.9546;0.0;509.9546;509.9546;509.9546;0.0;0.0;0.0;1281.88;1281.88;579.8891;1281.88;579.8891;1281.88;579.8891;1281.88;579.8891;1281.88;1281.88;0.0
2021-03-14 02:11:33;Ламинарное;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;635.9627;635.9627;0.0;635.9627;0.0;635.9627;0.0;635.9627;635.9627;635.9627;0.0;0.0;0.0;1371.976;1371.976;669.9849;1371.976;669.9849;1371.976;669.9849;1371.976;669.9849;1371.976;1371.976;0.0
2021-03-14 00:05:01;Ламинарное и спрейерное;0.0;595.8922;0.0;595.8922;0.0;1192.918;0.0;1192.918;694.9344;694.9344;0.0;694.9344;694.9344;0.0;694.9344;694.9344;0.0;694.9344;694.9344;694.9344;694.9344;1365.927;1365.927;770.9174;1365.927;1365.927;770.9174;1365.927;1365.927;770.9174;1365.927;1365.927;770.9174;1365.927;1365.927;0.0
2020-06-10 22:56:58;Ламинарное и спрейерное;0.0;547.8831;0.0;547.8831;0.0;1095.892;0.0;1095.892;477.9486;477.9486;0.0;477.9486;477.9486;0.0;477.9486;477.9486;0.0;477.9486;477.9486;477.9486;477.9486;1185.988;1185.988;687.878;1185.988;1185.988;687.878;1185.988;1185.988;687.878;1185.988;1185.988;687.878;1185.988;1185.988;0.0
2020-07-10 05:36:36;Ламинарное и спрейерное;0.0;547.8831;0.0;547.8831;0.0;1095.892;0.0;1095.892;497.9839;497.9839;0.0;497.9839;497.9839;0.0;497.9839;497.9839;0.0;497.9839;497.9839;497.9839;497.9839;1195.943;1195.943;697.9587;1195.943;1195.943;697.9587;1195.943;1195.943;697.9587;1195.943;1195.943;697.9587;1195.943;1195.943;0.0
2020-07-12 15:38:38;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;500.0;500.0;0.0;500.0;500.0;0.0;500.0;500.0;0.0;500.0;500.0;500.0;500.0;1274.95;1274.95;674.8992;1274.95;1274.95;674.8992;1274.95;1274.95;674.8992;1274.95;1274.95;674.8992;1274.95;1274.95;0.0
2020-07-12 15:30:46;Ламинарное и спрейерное;0.0;598.9163;0.0;598.9163;0.0;1198.967;0.0;1198.967;498.9919;498.9919;0.0;498.9919;498.9919;0.0;498.9919;498.9919;0.0;498.9919;498.9919;498.9919;498.9919;1273.942;1273.942;673.8911;1273.942;1273.942;673.8911;1273.942;1273.942;673.8911;1273.942;1273.942;673.8911;1273.942;1273.942;0.0
2021-12-03 02:59:48;Ламинарное и спрейерное;0.0;603.9567;0.0;603.9567;0.0;1208.921;0.0;1208.921;730.9728;730.9728;0.0;730.9728;730.9728;0.0;730.9728;730.9728;0.0;730.9728;730.9728;730.9728;730.9728;1421.875;1421.875;813.8861;1421.875;1421.875;813.8861;1421.875;1421.875;813.8861;1421.875;1421.875;813.8861;1421.875;1421.875;0.0
2021-03-14 08:42:35;Ламинарное и спрейерное;0.0;560.9879;0.0;560.9879;0.0;1121.976;0.0;1121.976;642.8931;642.8931;0.0;642.8931;642.8931;0.0;642.8931;642.8931;0.0;642.8931;642.8931;642.8931;642.8931;1276.966;1276.966;750.8821;1276.966;1276.966;750.8821;1276.966;1276.966;750.8821;1276.966;1276.966;750.8821;1276.966;1276.966;0.0
2021-12-03 20:17:13;Ламинарное и спрейерное;0.0;615.9274;0.0;615.9274;0.0;1232.989;0.0;1232.989;708.9214;708.9214;0.0;708.9214;708.9214;0.0;708.9214;708.9214;0.0;708.9214;708.9214;708.9214;708.9214;1398.942;1398.942;774.9496;1398.942;1398.942;774.9496;1398.942;1398.942;774.9496;1398.942;1398.942;774.9496;1398.942;1398.942;0.0
2021-11-03 22:37:08;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1200.983;0.0;1200.983;724.9244;724.9244;0.0;724.9244;724.9244;0.0;724.9244;724.9244;0.0;724.9244;724.9244;724.9244;724.9244;1410.912;1410.912;809.9799;1410.912;1410.912;809.9799;1410.912;1410.912;809.9799;1410.912;1410.912;809.9799;1410.912;1410.912;0.0
2020-11-18 04:56:57;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;519.9092;519.9092;0.0;519.9092;519.9092;0.0;519.9092;519.9092;0.0;519.9092;519.9092;519.9092;519.9092;1209.929;1209.929;609.879;1209.929;1209.929;609.879;1209.929;1209.929;609.879;1209.929;1209.929;609.879;1209.929;1209.929;0.0
2020-11-16 18:41:15;Ламинарное и спрейерное;0.0;598.9163;0.0;598.9163;0.0;1197.959;0.0;1197.959;528.9819;528.9819;0.0;528.9819;528.9819;0.0;528.9819;528.9819;0.0;528.9819;528.9819;528.9819;528.9819;1297.883;1297.883;698.9667;1297.883;1297.883;698.9667;1297.883;1297.883;698.9667;1297.883;1297.883;698.9667;1297.883;1297.883;0.0
2020-11-18 08:53:09;Ламинарное;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;510.9627;510.9627;0.0;510.9627;0.0;510.9627;0.0;510.9627;510.9627;510.9627;0.0;0.0;0.0;1201.991;1201.991;506.9305;1201.991;506.9305;1201.991;506.9305;1201.991;506.9305;1201.991;1201.991;0.0
2021-12-03 16:11:48;Ламинарное и спрейерное;0.0;603.9567;0.0;603.9567;0.0;1208.921;0.0;1208.921;694.9344;694.9344;0.0;694.9344;694.9344;0.0;694.9344;694.9344;0.0;694.9344;694.9344;694.9344;694.9344;1369.96;1369.96;763.9869;1369.96;1369.96;763.9869;1369.96;1369.96;763.9869;1369.96;1369.96;763.9869;1369.96;1369.96;0.0
2021-03-13 03:36:14;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;674.8992;674.8992;0.0;674.8992;674.8992;0.0;674.8992;674.8992;0.0;674.8992;674.8992;674.8992;674.8992;1424.899;1424.899;824.9748;1424.899;1424.899;824.9748;1424.899;1424.899;824.9748;1424.899;1424.899;824.9748;1424.899;1424.899;0.0
2021-12-03 12:29:35;Ламинарное и спрейерное;0.0;597.9083;0.0;597.9083;0.0;1196.951;0.0;1196.951;597.9083;597.9083;0.0;597.9083;597.9083;0.0;597.9083;597.9083;0.0;597.9083;597.9083;597.9083;597.9083;1371.976;1371.976;772.9335;1371.976;1371.976;772.9335;1371.976;1371.976;772.9335;1371.976;1371.976;772.9335;1371.976;1371.976;0.0
2021-12-03 23:52:32;Ламинарное и спрейерное;0.0;597.9083;0.0;597.9083;0.0;1196.951;0.0;1196.951;697.9587;697.9587;0.0;697.9587;697.9587;0.0;697.9587;697.9587;0.0;697.9587;697.9587;697.9587;697.9587;1396.925;1396.925;797.8831;1396.925;1396.925;797.8831;1396.925;1396.925;797.8831;1396.925;1396.925;797.8831;1396.925;1396.925;0.0
2021-12-03 17:43:16;Ламинарное и спрейерное;0.0;609.879;0.0;609.879;0.0;1219.884;0.0;1219.884;701.9909;701.9909;0.0;701.9909;701.9909;0.0;701.9909;701.9909;0.0;701.9909;701.9909;701.9909;701.9909;1383.947;1383.947;768.9012;1383.947;1383.947;768.9012;1383.947;1383.947;768.9012;1383.947;1383.947;768.9012;1383.947;1383.947;0.0
2021-03-13 01:58:43;Ламинарное и спрейерное;0.0;595.8922;0.0;595.8922;0.0;1192.918;0.0;1192.918;694.9344;694.9344;0.0;694.9344;694.9344;0.0;694.9344;694.9344;0.0;694.9344;694.9344;694.9344;694.9344;1365.927;1365.927;770.9174;1365.927;1365.927;770.9174;1365.927;1365.927;770.9174;1365.927;1365.927;770.9174;1365.927;1365.927;0.0
2021-03-13 02:29:58;Ламинарное и спрейерное;0.0;598.9163;0.0;598.9163;0.0;1197.959;0.0;1197.959;698.9667;698.9667;0.0;698.9667;698.9667;0.0;698.9667;698.9667;0.0;698.9667;698.9667;698.9667;698.9667;1407.888;1407.888;808.9717;1407.888;1407.888;808.9717;1407.888;1407.888;808.9717;1407.888;1407.888;808.9717;1407.888;1407.888;0.0
2020-11-17 10:13:31;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1200.983;0.0;1200.983;559.9799;559.9799;0.0;559.9799;559.9799;0.0;559.9799;559.9799;0.0;559.9799;559.9799;559.9799;559.9799;1300.907;1300.907;699.9748;1300.907;1300.907;699.9748;1300.907;1300.907;699.9748;1300.907;1300.907;699.9748;1300.907;1300.907;0.0
2020-11-17 09:10:31;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;559.9799;559.9799;0.0;559.9799;559.9799;0.0;559.9799;559.9799;0.0;559.9799;559.9799;559.9799;559.9799;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;0.0
2021-12-03 21:08:50;Ламинарное и спрейерное;0.0;613.9113;0.0;613.9113;0.0;1228.957;0.0;1228.957;706.9052;706.9052;0.0;706.9052;706.9052;0.0;706.9052;706.9052;0.0;706.9052;706.9052;706.9052;706.9052;1393.901;1393.901;772.9335;1393.901;1393.901;772.9335;1393.901;1393.901;772.9335;1393.901;1393.901;772.9335;1393.901;1393.901;0.0
2021-03-13 05:35:57;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;684.9799;684.9799;0.0;684.9799;684.9799;0.0;684.9799;684.9799;0.0;684.9799;684.9799;684.9799;684.9799;1399.95;1399.95;799.8992;1399.95;1399.95;799.8992;1399.95;1399.95;799.8992;1399.95;1399.95;799.8992;1399.95;1399.95;0.0
2021-03-13 18:53:17;Ламинарное и спрейерное;0.0;557.9637;0.0;557.9637;0.0;1115.927;0.0;1115.927;639.9949;639.9949;0.0;639.9949;639.9949;0.0;639.9949;639.9949;0.0;639.9949;639.9949;639.9949;639.9949;1268.901;1268.901;747.9839;1268.901;1268.901;747.9839;1268.901;1268.901;747.9839;1268.901;1268.901;747.9839;1268.901;1268.901;0.0
2021-11-03 20:43:20;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;599.9244;599.9244;0.0;599.9244;599.9244;0.0;599.9244;599.9244;0.0;599.9244;599.9244;599.9244;599.9244;1199.975;1199.975;599.9244;1199.975;1199.975;599.9244;1199.975;1199.975;599.9244;1199.975;1199.975;599.9244;1199.975;1199.975;0.0
2020-11-18 23:35:38;Ламинарное и спрейерное;0.0;596.9002;0.0;596.9002;0.0;1193.926;0.0;1193.926;526.9657;526.9657;0.0;526.9657;526.9657;0.0;526.9657;526.9657;0.0;526.9657;526.9657;526.9657;526.9657;1293.977;1293.977;696.9506;1293.977;1293.977;696.9506;1293.977;1293.977;696.9506;1293.977;1293.977;696.9506;1293.977;1293.977;0.0
2020-11-17 11:31:28;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1200.983;0.0;1200.983;559.9799;559.9799;0.0;559.9799;559.9799;0.0;559.9799;559.9799;0.0;559.9799;559.9799;559.9799;559.9799;1300.907;1300.907;699.9748;1300.907;1300.907;699.9748;1300.907;1300.907;699.9748;1300.907;1300.907;699.9748;1300.907;1300.907;0.0
2020-11-17 14:25:18;Ламинарное и спрейерное;0.0;594.8841;0.0;594.8841;0.0;1189.894;0.0;1189.894;554.9395;554.9395;0.0;554.9395;554.9395;0.0;554.9395;554.9395;0.0;554.9395;554.9395;554.9395;554.9395;1308.972;1308.972;714.9697;1308.972;1308.972;714.9697;1308.972;1308.972;714.9697;1308.972;1308.972;714.9697;1308.972;1308.972;0.0
2020-11-16 14:37:00;Ламинарное и спрейерное;0.0;591.9859;0.0;591.9859;0.0;1183.972;0.0;1183.972;522.9335;522.9335;0.0;522.9335;522.9335;0.0;522.9335;522.9335;0.0;522.9335;522.9335;522.9335;522.9335;1282.888;1282.888;692.9183;1282.888;1282.888;692.9183;1282.888;1282.888;692.9183;1282.888;1282.888;692.9183;1282.888;1282.888;0.0
2020-11-16 14:23:47;Ламинарное и спрейерное;0.0;591.9859;0.0;591.9859;0.0;1183.972;0.0;1183.972;522.9335;522.9335;0.0;522.9335;522.9335;0.0;522.9335;522.9335;0.0;522.9335;522.9335;522.9335;522.9335;1282.888;1282.888;692.9183;1282.888;1282.888;692.9183;1282.888;1282.888;692.9183;1282.888;1282.888;692.9183;1282.888;1282.888;0.0
2021-11-03 22:03:59;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;724.9244;724.9244;0.0;724.9244;724.9244;0.0;724.9244;724.9244;0.0;724.9244;724.9244;724.9244;724.9244;1409.904;1409.904;809.9799;1409.904;1409.904;809.9799;1409.904;1409.904;809.9799;1409.904;1409.904;809.9799;1409.904;1409.904;0.0
2021-11-03 21:35:02;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;574.9748;574.9748;0.0;574.9748;574.9748;0.0;574.9748;574.9748;0.0;574.9748;574.9748;574.9748;574.9748;1274.95;1274.95;674.8992;1274.95;1274.95;674.8992;1274.95;1274.95;674.8992;1274.95;1274.95;674.8992;1274.95;1274.95;0.0
2021-11-03 21:27:31;Ламинарное и спрейерное;0.0;601.9405;0.0;601.9405;0.0;1204.889;0.0;1204.889;601.9405;601.9405;0.0;601.9405;601.9405;0.0;601.9405;601.9405;0.0;601.9405;601.9405;601.9405;601.9405;1229.965;1229.965;625.8821;1229.965;1229.965;625.8821;1229.965;1229.965;625.8821;1229.965;1229.965;625.8821;1229.965;1229.965;0.0
2021-11-03 08:52:52;Ламинарное и спрейерное;0.0;593.876;0.0;593.876;0.0;1188.886;0.0;1188.886;707.9133;707.9133;0.0;707.9133;707.9133;0.0;707.9133;707.9133;0.0;707.9133;707.9133;707.9133;707.9133;1445.943;1445.943;853.9567;1445.943;1445.943;853.9567;1445.943;1445.943;853.9567;1445.943;1445.943;853.9567;1445.943;1445.943;0.0
2021-11-03 03:22:52;Ламинарное и спрейерное;0.0;593.876;0.0;593.876;0.0;1187.878;0.0;1187.878;706.9052;706.9052;0.0;706.9052;706.9052;0.0;706.9052;706.9052;0.0;706.9052;706.9052;706.9052;706.9052;1444.934;1444.934;853.9567;1444.934;1444.934;853.9567;1444.934;1444.934;853.9567;1444.934;1444.934;853.9567;1444.934;1444.934;0.0
2021-11-03 01:18:28;Ламинарное и спрейерное;0.0;592.994;0.0;592.994;0.0;1186.996;0.0;1186.996;705.8972;705.8972;0.0;705.8972;705.8972;0.0;705.8972;705.8972;0.0;705.8972;705.8972;705.8972;705.8972;1442.918;1442.918;852.9486;1442.918;1442.918;852.9486;1442.918;1442.918;852.9486;1442.918;1442.918;852.9486;1442.918;1442.918;0.0
2020-05-10 23:14:53;Ламинарное и спрейерное;0.0;544.9849;0.0;544.9849;0.0;1089.97;0.0;1089.97;479.9647;479.9647;0.0;479.9647;479.9647;0.0;479.9647;479.9647;0.0;479.9647;479.9647;479.9647;479.9647;1188.886;1188.886;694.9344;1188.886;1188.886;694.9344;1188.886;1188.886;694.9344;1188.886;1188.886;694.9344;1188.886;1188.886;0.0
2020-06-10 01:42:16;Ламинарное и спрейерное;0.0;547.8831;0.0;547.8831;0.0;1095.892;0.0;1095.892;482.9889;482.9889;0.0;482.9889;482.9889;0.0;482.9889;482.9889;0.0;482.9889;482.9889;482.9889;482.9889;1195.943;1195.943;697.9587;1195.943;1195.943;697.9587;1195.943;1195.943;697.9587;1195.943;1195.943;697.9587;1195.943;1195.943;0.0
2020-06-10 06:49:56;Ламинарное и спрейерное;0.0;548.8911;0.0;548.8911;0.0;1098.916;0.0;1098.916;483.997;483.997;0.0;483.997;483.997;0.0;483.997;483.997;0.0;483.997;483.997;483.997;483.997;1198.967;1198.967;698.9667;1198.967;1198.967;698.9667;1198.967;1198.967;698.9667;1198.967;1198.967;698.9667;1198.967;1198.967;0.0
2021-09-03 01:08:24;Ламинарное;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;661.9203;661.9203;0.0;661.9203;0.0;661.9203;0.0;661.9203;661.9203;661.9203;0.0;0.0;0.0;1413.937;1413.937;717.994;1413.937;717.994;1413.937;717.994;1413.937;717.994;1413.937;1413.937;0.0
2021-04-03 10:08:56;Ламинарное и спрейерное;0.0;599.9244;0.0;599.9244;0.0;1199.975;0.0;1199.975;574.9748;574.9748;0.0;574.9748;574.9748;0.0;574.9748;574.9748;0.0;574.9748;574.9748;574.9748;574.9748;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;699.9748;1299.899;1299.899;0.0
